0010125228089,0930019296,nsfasper17196@gmail.com
9508061142082,0930019297,nsfasper17197@gmail.com
0102260304088,0930019298,nsfasper17198@gmail.com
9909265399082,0930019299,nsfasper17199@gmail.com
9803065537084,0930019300,nsfasper17200@gmail.com
9804036409080,0930019301,nsfasper17201@gmail.com
0001040444083,0930019302,nsfasper17202@gmail.com
0011155031088,0930019303,nsfasper17203@gmail.com
0101285093080,0930019304,nsfasper17204@gmail.com
0009026085085,0930019305,nsfasper17205@gmail.com
0203076078088,0930019306,nsfasper17206@gmail.com
0007050177083,0930019307,nsfasper17207@gmail.com
9603180769087,0930019308,nsfasper17208@gmail.com
0002295771089,0930019309,nsfasper17209@gmail.com
0110010876081,0930019310,nsfasper17210@gmail.com
0305136277087,0930019311,nsfasper17211@gmail.com
9912090522084,0930019312,nsfasper17212@gmail.com
9909290969081,0930019313,nsfasper17213@gmail.com
0110295070087,0930019314,nsfasper17214@gmail.com
9902286007081,0930019315,nsfasper17215@gmail.com
0107051187089,0930019316,nsfasper17216@gmail.com
9810190335086,0930019317,nsfasper17217@gmail.com
9305110105081,0930019318,nsfasper17218@gmail.com
9812240520089,0930019319,nsfasper17219@gmail.com
0107160136084,0930019320,nsfasper17220@gmail.com
0205310270082,0930019321,nsfasper17221@gmail.com
0006146476087,0930019322,nsfasper17222@gmail.com
0103035071085,0930019323,nsfasper17223@gmail.com
0111280445086,0930019324,nsfasper17224@gmail.com
0011105495086,0930019325,nsfasper17225@gmail.com
0205190752084,0930019326,nsfasper17226@gmail.com
0004165276082,0930019327,nsfasper17227@gmail.com
9709306125086,0930019328,nsfasper17228@gmail.com
8802191011080,0930019329,nsfasper17229@gmail.com
9904136387085,0930019330,nsfasper17230@gmail.com
0202220175089,0930019331,nsfasper17231@gmail.com
0206020452085,0930019332,nsfasper17232@gmail.com
0203166206086,0930019333,nsfasper17233@gmail.com
0010050279081,0930019334,nsfasper17234@gmail.com
0207155557086,0930019335,nsfasper17235@gmail.com
9703050823087,0930019336,nsfasper17236@gmail.com
0110131118082,0930019337,nsfasper17237@gmail.com
9711286246080,0930019338,nsfasper17238@gmail.com
9410030615084,0930019339,nsfasper17239@gmail.com
9008100013089,0930019340,nsfasper17240@gmail.com
0106180898087,0930019341,nsfasper17241@gmail.com
0105160082084,0930019342,nsfasper17242@gmail.com
0009080160089,0930019343,nsfasper17243@gmail.com
0102050132087,0930019344,nsfasper17244@gmail.com
0201256211081,0930019345,nsfasper17245@gmail.com
0005180657081,0930019346,nsfasper17246@gmail.com
0101060439086,0930019347,nsfasper17247@gmail.com
9905235748085,0930019348,nsfasper17248@gmail.com
0112080193082,0930019349,nsfasper17249@gmail.com
0405270090088,0930019350,nsfasper17250@gmail.com
0104216195081,0930019351,nsfasper17251@gmail.com
9912075107083,0930019352,nsfasper17252@gmail.com
0001280476084,0930019353,nsfasper17253@gmail.com
0301310065008,0930019354,nsfasper17254@gmail.com
0201091307086,0930019355,nsfasper17255@gmail.com
9701200891087,0930019356,nsfasper17256@gmail.com
9712050169086,0930019357,nsfasper17257@gmail.com
0001120864085,0930019358,nsfasper17258@gmail.com
0008215418081,0930019359,nsfasper17259@gmail.com
9109040778086,0930019360,nsfasper17260@gmail.com
9907205465088,0930019361,nsfasper17261@gmail.com
9808240809086,0930019362,nsfasper17262@gmail.com
0204091474088,0930019363,nsfasper17263@gmail.com
0110305379080,0930019364,nsfasper17264@gmail.com
0002015474089,0930019365,nsfasper17265@gmail.com
0206095242080,0930019366,nsfasper17266@gmail.com
0201256218086,0930019367,nsfasper17267@gmail.com
0012206086089,0930019368,nsfasper17268@gmail.com
0101130358084,0930019369,nsfasper17269@gmail.com
0005205751083,0930019370,nsfasper17270@gmail.com
9501080100082,0930019371,nsfasper17271@gmail.com
0201140118088,0930019372,nsfasper17272@gmail.com
0005041448084,0930019373,nsfasper17273@gmail.com
0111130081081,0930019374,nsfasper17274@gmail.com
9812285139084,0930019375,nsfasper17275@gmail.com
0009011030088,0930019376,nsfasper17276@gmail.com
0202046041085,0930019377,nsfasper17277@gmail.com
9501185929088,0930019378,nsfasper17278@gmail.com
9903025926086,0930019379,nsfasper17279@gmail.com
0009130198089,0930019380,nsfasper17280@gmail.com
0107055766086,0930019381,nsfasper17281@gmail.com
0208085553088,0930019382,nsfasper17282@gmail.com
0010190226083,0930019383,nsfasper17283@gmail.com
9711280871082,0930019384,nsfasper17284@gmail.com
0206025268080,0930019385,nsfasper17285@gmail.com
9701170928083,0930019386,nsfasper17286@gmail.com
0202220354080,0930019387,nsfasper17287@gmail.com
0005035395085,0930019388,nsfasper17288@gmail.com
9608175717082,0930019389,nsfasper17289@gmail.com
0007185070088,0930019390,nsfasper17290@gmail.com
0109091075084,0930019391,nsfasper17291@gmail.com
9805100602002,0930019392,nsfasper17292@gmail.com
9809145439084,0930019393,nsfasper17293@gmail.com
0001265910081,0930019394,nsfasper17294@gmail.com
9911260714083,0930019395,nsfasper17295@gmail.com
